name,file,template,loadspec,secondary,group,vol_min,vol_max,team_vol_mod,dist_min,dist_max,dist_reverb_max,volume_falloff_curve,reverb_falloff_curve,volume_min_falloff_curve,reverb_min_falloff_curve,limit_count,limit_type,entity_limit_count,entity_limit_type,pitch_min,pitch_max,team_pitch_mod,min_priority,max_priority,min_priority_threshold,max_priority_threshold,spatialized,type,loop,randomize_type,probability,start_delay,reverb_send,duck,pan,center_send,envelop_min,envelop_max,envelop_percentage,occlusion_level,occlusion_wet_dry,is_big,distance_lpf,move_type,move_time,real_delay,subtitle,mature,doppler,futz,context_type,context_value,compression,timescale,music,fade_in,fade_out,pc_format,pause,stop_on_death,bus,snapshot,voice_limit,file_xenon,file_size_xenon,file_ps3,file_size_ps3,file_pc,file_size_pc,source_csv,language
chr_pslide_exert_plr,raw\english\sound\vox\dds\us\exert\carter\jump\launch_exert_03.wav,vox_local_plr_2d,char_human,,voice,100,100,100,0,0,0,log2,log1,allon,rdefault,5,priority,1,oldest,0,0,0,100,100,0,1,2d,streamed,nonlooping,,1,0,85,plot_dialog_player,front_and_center,100,0,0,0,0,0.5,no,no,none,1000,no,,both,no,no,,,75,no,no,0,0,wma,yes,yes,voice,voice_player,yes,discdata\english\sound\vox\dds\us\exert\carter\jump\launch_exert_03.xm4,0,discdata\english\sound\vox\dds\us\exert\carter\jump\launch_exert_03.mp3,0,discdata\english\sound\vox\dds\us\exert\carter\jump\launch_exert_03.wav,0,cmn_foley,english
chr_pslide_exert_plr,raw\english\sound\vox\dds\us\exert\carter\jump\launch_exert_04.wav,vox_local_plr_2d,char_human,,voice,100,100,100,0,0,0,log2,log1,allon,rdefault,5,priority,1,oldest,0,0,0,100,100,0,1,2d,streamed,nonlooping,,1,0,85,plot_dialog_player,front_and_center,100,0,0,0,0,0.5,no,no,none,1000,no,,both,no,no,,,75,no,no,0,0,wma,yes,yes,voice,voice_player,yes,discdata\english\sound\vox\dds\us\exert\carter\jump\launch_exert_04.xm4,0,discdata\english\sound\vox\dds\us\exert\carter\jump\launch_exert_04.mp3,0,discdata\english\sound\vox\dds\us\exert\carter\jump\launch_exert_04.wav,0,cmn_foley,english
chr_pslide_exert_plr,raw\english\sound\vox\dds\us\exert\carter\jump\launch_exert_05.wav,vox_local_plr_2d,char_human,,voice,100,100,100,0,0,0,log2,log1,allon,rdefault,5,priority,1,oldest,0,0,0,100,100,0,1,2d,streamed,nonlooping,,1,0,85,plot_dialog_player,front_and_center,100,0,0,0,0,0.5,no,no,none,1000,no,,both,no,no,,,75,no,no,0,0,wma,yes,yes,voice,voice_player,yes,discdata\english\sound\vox\dds\us\exert\carter\jump\launch_exert_05.xm4,0,discdata\english\sound\vox\dds\us\exert\carter\jump\launch_exert_05.mp3,0,discdata\english\sound\vox\dds\us\exert\carter\jump\launch_exert_05.wav,0,cmn_foley,english
chr_revive_gasp,raw\english\sound\vox\dds\us\breath\carter\revive_gasp\revive_gasp_00.wav,vox_melee_grunt,char_human,,voice,97,97,100,400,800,800,curve4,log1,allon,rcurve1,5,priority,1,reject,-182,165,0,20,50,0,1,3d,streamed,nonlooping,,1,0,92,,default,0,50,400,95,0.2,0.5,no,no,none,1000,no,,both,no,no,,,75,no,no,0,0,wma,yes,yes,voice,voice,yes,discdata\english\sound\vox\dds\us\breath\carter\revive_gasp\revive_gasp_00.xm4,0,discdata\english\sound\vox\dds\us\breath\carter\revive_gasp\revive_gasp_00.mp3,0,discdata\english\sound\vox\dds\us\breath\carter\revive_gasp\revive_gasp_00.wav,0,cmn_foley,english
chr_revive_gasp,raw\english\sound\vox\dds\us\breath\carter\revive_gasp\revive_gasp_01.wav,vox_melee_grunt,char_human,,voice,97,97,100,400,800,800,curve4,log1,allon,rcurve1,5,priority,1,reject,-182,165,0,20,50,0,1,3d,streamed,nonlooping,,1,0,92,,default,0,50,400,95,0.2,0.5,no,no,none,1000,no,,both,no,no,,,75,no,no,0,0,wma,yes,yes,voice,voice,yes,discdata\english\sound\vox\dds\us\breath\carter\revive_gasp\revive_gasp_01.xm4,0,discdata\english\sound\vox\dds\us\breath\carter\revive_gasp\revive_gasp_01.mp3,0,discdata\english\sound\vox\dds\us\breath\carter\revive_gasp\revive_gasp_01.wav,0,cmn_foley,english
chr_revive_gasp,raw\english\sound\vox\dds\us\breath\carter\revive_gasp\revive_gasp_02.wav,vox_melee_grunt,char_human,,voice,97,97,100,400,800,800,curve4,log1,allon,rcurve1,5,priority,1,reject,-182,165,0,20,50,0,1,3d,streamed,nonlooping,,1,0,92,,default,0,50,400,95,0.2,0.5,no,no,none,1000,no,,both,no,no,,,75,no,no,0,0,wma,yes,yes,voice,voice,yes,discdata\english\sound\vox\dds\us\breath\carter\revive_gasp\revive_gasp_02.xm4,0,discdata\english\sound\vox\dds\us\breath\carter\revive_gasp\revive_gasp_02.mp3,0,discdata\english\sound\vox\dds\us\breath\carter\revive_gasp\revive_gasp_02.wav,0,cmn_foley,english
chr_revive_gasp,raw\english\sound\vox\dds\us\breath\carter\revive_gasp\revive_gasp_03.wav,vox_melee_grunt,char_human,,voice,97,97,100,400,800,800,curve4,log1,allon,rcurve1,5,priority,1,reject,-182,165,0,20,50,0,1,3d,streamed,nonlooping,,1,0,92,,default,0,50,400,95,0.2,0.5,no,no,none,1000,no,,both,no,no,,,75,no,no,0,0,wma,yes,yes,voice,voice,yes,discdata\english\sound\vox\dds\us\breath\carter\revive_gasp\revive_gasp_03.xm4,0,discdata\english\sound\vox\dds\us\breath\carter\revive_gasp\revive_gasp_03.mp3,0,discdata\english\sound\vox\dds\us\breath\carter\revive_gasp\revive_gasp_03.wav,0,cmn_foley,english
vox_temp_1,raw\english\sound\vox\scripted\zombie_pentagon\vox_zom_pent_movie_t1.wav,vox_plot_dialog,,,voice,100,100,100,500,3000,3000,log3,log1,allon,rcurve3,5,priority,5,reject,0,0,0,100,100,0,1,3d,streamed,nonlooping,,1,0,91,plot_dialog,default,99,50,250,92,0.15,0.5,no,no,none,1000,no,,both,no,no,,,75,no,no,0,0,wma,yes,yes,voice,voice,yes,discdata\english\sound\vox\scripted\zombie_pentagon\vox_zom_pent_movie_t1.xm4,0,discdata\english\sound\vox\scripted\zombie_pentagon\vox_zom_pent_movie_t1.mp3,0,discdata\english\sound\vox\scripted\zombie_pentagon\vox_zom_pent_movie_t1.wav,0,zmb_vox,english
vox_temp_2,raw\english\sound\vox\scripted\zombie_pentagon\vox_zom_pent_movie_t2.wav,vox_plot_dialog,,,voice,100,100,100,500,3000,3000,log3,log1,allon,rcurve3,5,priority,5,reject,0,0,0,100,100,0,1,3d,streamed,nonlooping,,1,0,91,plot_dialog,default,99,50,250,92,0.15,0.5,no,no,none,1000,no,,both,no,no,,,75,no,no,0,0,wma,yes,yes,voice,voice,yes,discdata\english\sound\vox\scripted\zombie_pentagon\vox_zom_pent_movie_t2.xm4,0,discdata\english\sound\vox\scripted\zombie_pentagon\vox_zom_pent_movie_t2.mp3,0,discdata\english\sound\vox\scripted\zombie_pentagon\vox_zom_pent_movie_t2.wav,0,zmb_vox,english
vox_temp_3,raw\english\sound\vox\scripted\zombie_pentagon\vox_zom_pent_movie_t3.wav,vox_plot_dialog,,,voice,100,100,100,500,3000,3000,log3,log1,allon,rcurve3,5,priority,5,reject,0,0,0,100,100,0,1,3d,streamed,nonlooping,,1,0,91,plot_dialog,default,99,50,250,92,0.15,0.5,no,no,none,1000,no,,both,no,no,,,75,no,no,0,0,wma,yes,yes,voice,voice,yes,discdata\english\sound\vox\scripted\zombie_pentagon\vox_zom_pent_movie_t3.xm4,0,discdata\english\sound\vox\scripted\zombie_pentagon\vox_zom_pent_movie_t3.mp3,0,discdata\english\sound\vox\scripted\zombie_pentagon\vox_zom_pent_movie_t3.wav,0,zmb_vox,english
zmb_vox_ann_bonfiresale,raw\english\sound\vox\scripted\zmb\announcer\bonfire_sale.wav,zmb_vox_ann_2d,,,voice,98,98,100,0,0,0,default,default,allon,rdefault,1,reject,1,reject,200,200,0,100,100,0.25,1,2d,streamed,nonlooping,,1,1000,86,,wpn_all,0,0,0,0,0.5,0.5,no,yes,none,1000,no,,both,no,no,,,75,no,no,0,0,wma,yes,no,world,voice,yes,discdata\english\sound\vox\scripted\zmb\announcer\bonfire_sale.xm4,0,discdata\english\sound\vox\scripted\zmb\announcer\bonfire_sale.mp3,0,discdata\english\sound\vox\scripted\zmb\announcer\bonfire_sale.wav,0,zmb_vox,english
zmb_vox_ann_carpenter,devraw\english\sound\voiceovers\zmb\ann\ann_carpenter.wav,zmb_vox_ann_2d,,,voice,95,95,100,0,0,0,default,default,allon,rdefault,1,reject,1,reject,200,200,0,100,100,0.25,1,2d,streamed,nonlooping,,1,1000,86,,wpn_all,0,0,0,0,0.5,0.5,no,yes,none,1000,no,,both,no,no,,,75,no,no,0,0,wma,yes,no,world,voice,yes,discdata\english\sound\voiceovers\zmb\ann\ann_carpenter.xm4,0,discdata\english\sound\voiceovers\zmb\ann\ann_carpenter.mp3,0,discdata\english\sound\voiceovers\zmb\ann\ann_carpenter.wav,0,zmb_vox,english
zmb_vox_ann_death_machine,raw\english\sound\vox\scripted\zmb\announcer\death_machine.wav,zmb_vox_ann_2d,,,voice,98,98,100,0,0,0,default,default,allon,rdefault,1,reject,1,reject,200,200,0,100,100,0.25,1,2d,streamed,nonlooping,,1,1000,86,,wpn_all,0,0,0,0,0.5,0.5,no,yes,none,1000,no,,both,no,no,,,75,no,no,0,0,wma,yes,no,world,voice,yes,discdata\english\sound\vox\scripted\zmb\announcer\death_machine.xm4,0,discdata\english\sound\vox\scripted\zmb\announcer\death_machine.mp3,0,discdata\english\sound\vox\scripted\zmb\announcer\death_machine.wav,0,zmb_vox,english
zmb_vox_ann_dogstart,devraw\english\sound\voiceovers\zmb\ann\ann_dog_start_vox_b.wav,zmb_vox_ann_2d,,,voice,95,95,100,0,0,0,default,default,allon,rdefault,1,reject,1,reject,200,200,0,100,100,0.25,1,2d,streamed,nonlooping,,1,1000,86,,wpn_all,0,0,0,0,0.5,0.5,no,yes,none,1000,no,,both,no,no,,,75,no,no,0,0,wma,yes,no,world,voice,yes,discdata\english\sound\voiceovers\zmb\ann\ann_dog_start_vox_b.xm4,0,discdata\english\sound\voiceovers\zmb\ann\ann_dog_start_vox_b.mp3,0,discdata\english\sound\voiceovers\zmb\ann\ann_dog_start_vox_b.wav,0,zmb_vox,english
zmb_vox_ann_dogstart_l,devraw\english\sound\voiceovers\zmb\ann\ann_dog_start_l.wav,zmb_vox_ann_2d,,,voice,98,98,100,100,2000,3500,log2,log1,allon,rdefault,1,reject,1,reject,200,200,0,100,100,0.25,1,3d,streamed,nonlooping,,1,1000,86,,wpn_all,0,0,0,0,0.5,0.5,no,yes,left_player,4,no,,both,no,no,,,75,no,no,0,0,wma,yes,no,world,voice,yes,discdata\english\sound\voiceovers\zmb\ann\ann_dog_start_l.xm4,0,discdata\english\sound\voiceovers\zmb\ann\ann_dog_start_l.mp3,0,discdata\english\sound\voiceovers\zmb\ann\ann_dog_start_l.wav,0,zmb_vox,english
zmb_vox_ann_dogstart_r,devraw\english\sound\voiceovers\zmb\ann\ann_dog_start_r.wav,zmb_vox_ann_2d,,,voice,98,98,100,100,2000,3500,log2,log1,allon,rdefault,1,reject,1,reject,200,200,0,100,100,0.25,1,3d,streamed,nonlooping,,1,1000,86,,wpn_all,0,0,0,0,0.5,0.5,no,yes,right_player,4,no,,both,no,no,,,75,no,no,0,0,wma,yes,no,world,voice,yes,discdata\english\sound\voiceovers\zmb\ann\ann_dog_start_r.xm4,0,discdata\english\sound\voiceovers\zmb\ann\ann_dog_start_r.mp3,0,discdata\english\sound\voiceovers\zmb\ann\ann_dog_start_r.wav,0,zmb_vox,english
zmb_vox_ann_doublepoints,devraw\english\sound\voiceovers\zmb\ann\ann_doublepoints.wav,zmb_vox_ann_2d,,,voice,95,95,100,0,0,0,default,default,allon,rdefault,1,reject,1,reject,200,200,0,100,100,0.25,1,2d,streamed,nonlooping,,1,1000,86,,wpn_all,0,0,0,0,0.5,0.5,no,yes,none,1000,no,,both,no,no,,,75,no,no,0,0,wma,yes,no,world,voice,yes,discdata\english\sound\voiceovers\zmb\ann\ann_doublepoints.xm4,0,discdata\english\sound\voiceovers\zmb\ann\ann_doublepoints.mp3,0,discdata\english\sound\voiceovers\zmb\ann\ann_doublepoints.wav,0,zmb_vox,english
zmb_vox_ann_firesale,raw\english\sound\vox\scripted\zmb\announcer\firesale.wav,zmb_vox_ann_2d,,,voice,98,98,100,0,0,0,default,default,allon,rdefault,1,reject,1,reject,200,200,0,100,100,0.25,1,2d,streamed,nonlooping,,1,1000,86,,wpn_all,0,0,0,0,0.5,0.5,no,yes,none,1000,no,,both,no,no,,,75,no,no,0,0,wma,yes,no,world,voice,yes,discdata\english\sound\vox\scripted\zmb\announcer\firesale.xm4,0,discdata\english\sound\vox\scripted\zmb\announcer\firesale.mp3,0,discdata\english\sound\vox\scripted\zmb\announcer\firesale.wav,0,zmb_vox,english
zmb_vox_ann_firesale_short,raw\english\sound\vox\scripted\zmb\announcer\firesale_short.wav,zmb_vox_ann_2d,,,voice,98,98,100,0,0,0,default,default,allon,rdefault,1,reject,1,reject,200,200,0,100,100,0.25,1,2d,streamed,nonlooping,,1,1000,86,,wpn_all,0,0,0,0,0.5,0.5,no,yes,none,1000,no,,both,no,no,,,75,no,no,0,0,wma,yes,no,world,voice,yes,discdata\english\sound\vox\scripted\zmb\announcer\firesale_short.xm4,0,discdata\english\sound\vox\scripted\zmb\announcer\firesale_short.mp3,0,discdata\english\sound\vox\scripted\zmb\announcer\firesale_short.wav,0,zmb_vox,english
zmb_vox_ann_instakill,devraw\english\sound\voiceovers\zmb\ann\ann_instakill.wav,zmb_vox_ann_2d,,,voice,95,95,100,0,0,0,default,default,allon,rdefault,1,reject,1,reject,200,200,0,100,100,0.25,1,2d,streamed,nonlooping,,1,1000,86,,wpn_all,0,0,0,0,0.5,0.5,no,yes,none,1000,no,,both,no,no,,,75,no,no,0,0,wma,yes,no,world,voice,yes,discdata\english\sound\voiceovers\zmb\ann\ann_instakill.xm4,0,discdata\english\sound\voiceovers\zmb\ann\ann_instakill.mp3,0,discdata\english\sound\voiceovers\zmb\ann\ann_instakill.wav,0,zmb_vox,english
zmb_vox_ann_magicbox,devraw\english\sound\voiceovers\zmb\ann\ann_special_magicbox_full.wav,zmb_vox_ann_2d,,,voice,95,95,100,0,0,0,default,default,allon,rdefault,1,reject,1,reject,200,200,0,100,100,0.25,1,2d,streamed,nonlooping,,1,1000,86,,wpn_all,0,0,0,0,0.5,0.5,no,yes,none,1000,no,,both,no,no,,,75,no,no,0,0,wma,yes,no,world,voice,yes,discdata\english\sound\voiceovers\zmb\ann\ann_special_magicbox_full.xm4,0,discdata\english\sound\voiceovers\zmb\ann\ann_special_magicbox_full.mp3,0,discdata\english\sound\voiceovers\zmb\ann\ann_special_magicbox_full.wav,0,zmb_vox,english
zmb_vox_ann_maxammo,devraw\english\sound\voiceovers\zmb\ann\ann_maxammo.wav,zmb_vox_ann_2d,,,voice,95,95,100,0,0,0,default,default,allon,rdefault,1,reject,1,reject,200,200,0,100,100,0.25,1,2d,streamed,nonlooping,,1,1000,86,,wpn_all,0,0,0,0,0.5,0.5,no,yes,none,1000,no,,both,no,no,,,75,no,no,0,0,wma,yes,no,world,voice,yes,discdata\english\sound\voiceovers\zmb\ann\ann_maxammo.xm4,0,discdata\english\sound\voiceovers\zmb\ann\ann_maxammo.mp3,0,discdata\english\sound\voiceovers\zmb\ann\ann_maxammo.wav,0,zmb_vox,english
zmb_vox_ann_nuke,devraw\english\sound\voiceovers\zmb\ann\ann_nuke.wav,zmb_vox_ann_2d,,,voice,95,95,100,0,0,0,default,default,allon,rdefault,1,reject,1,reject,0,0,0,100,100,0.25,1,2d,streamed,nonlooping,,1,1000,86,,wpn_all,0,0,0,0,0.5,0.5,no,yes,none,1000,no,,both,no,no,,,75,no,no,0,0,wma,yes,no,world,voice,yes,discdata\english\sound\voiceovers\zmb\ann\ann_nuke.xm4,0,discdata\english\sound\voiceovers\zmb\ann\ann_nuke.mp3,0,discdata\english\sound\voiceovers\zmb\ann\ann_nuke.wav,0,zmb_vox,english
zmb_vox_monkey_explode,devraw\english\sound\voiceovers\zmb\monkey\explo_vox\explo_vox_00.wav,zmb_vox_monkey,,,voice,97,97,100,100,2500,3500,curve3,curve3,allon,rdefault,1,reject,1,reject,0,0,0,40,80,0.25,1,3d,loaded,nonlooping,,1,0,96,,default,0,0,0,0,0.3,0.5,no,yes,none,1000,no,,both,no,no,,,75,no,no,0,0,wma,yes,no,world,voice,yes,raw\english\sound\voiceovers\zmb\monkey\explo_vox\explo_vox_00.xm4,0,raw\english\sound\voiceovers\zmb\monkey\explo_vox\explo_vox_00.mp3,0,raw\english\sound\voiceovers\zmb\monkey\explo_vox\explo_vox_00.wav,0,zmb_vox,english
zmb_vox_monkey_explode,devraw\english\sound\voiceovers\zmb\monkey\explo_vox\explo_vox_01.wav,zmb_vox_monkey,,,voice,97,97,100,100,2500,3500,curve3,curve3,allon,rdefault,1,reject,1,reject,0,0,0,40,80,0.25,1,3d,loaded,nonlooping,,1,0,96,,default,0,0,0,0,0.3,0.5,no,yes,none,1000,no,,both,no,no,,,75,no,no,0,0,wma,yes,no,world,voice,yes,raw\english\sound\voiceovers\zmb\monkey\explo_vox\explo_vox_01.xm4,0,raw\english\sound\voiceovers\zmb\monkey\explo_vox\explo_vox_01.mp3,0,raw\english\sound\voiceovers\zmb\monkey\explo_vox\explo_vox_01.wav,0,zmb_vox,english
zmb_vox_monkey_explode,devraw\english\sound\voiceovers\zmb\monkey\explo_vox\explo_vox_02.wav,zmb_vox_monkey,,,voice,97,97,100,100,2500,3500,curve3,curve3,allon,rdefault,1,reject,1,reject,0,0,0,40,80,0.25,1,3d,loaded,nonlooping,,1,0,96,,default,0,0,0,0,0.3,0.5,no,yes,none,1000,no,,both,no,no,,,75,no,no,0,0,wma,yes,no,world,voice,yes,raw\english\sound\voiceovers\zmb\monkey\explo_vox\explo_vox_02.xm4,0,raw\english\sound\voiceovers\zmb\monkey\explo_vox\explo_vox_02.mp3,0,raw\english\sound\voiceovers\zmb\monkey\explo_vox\explo_vox_02.wav,0,zmb_vox,english
zmb_vox_monkey_explode,devraw\english\sound\voiceovers\zmb\monkey\explo_vox\explo_vox_03.wav,zmb_vox_monkey,,,voice,97,97,100,100,2500,3500,curve3,curve3,allon,rdefault,1,reject,1,reject,0,0,0,40,80,0.25,1,3d,loaded,nonlooping,,1,0,96,,default,0,0,0,0,0.3,0.5,no,yes,none,1000,no,,both,no,no,,,75,no,no,0,0,wma,yes,no,world,voice,yes,raw\english\sound\voiceovers\zmb\monkey\explo_vox\explo_vox_03.xm4,0,raw\english\sound\voiceovers\zmb\monkey\explo_vox\explo_vox_03.mp3,0,raw\english\sound\voiceovers\zmb\monkey\explo_vox\explo_vox_03.wav,0,zmb_vox,english
zmb_vox_monkey_explode,devraw\english\sound\voiceovers\zmb\monkey\explo_vox\explo_vox_04.wav,zmb_vox_monkey,,,voice,97,97,100,100,2500,3500,curve3,curve3,allon,rdefault,1,reject,1,reject,0,0,0,40,80,0.25,1,3d,loaded,nonlooping,,1,0,96,,default,0,0,0,0,0.3,0.5,no,yes,none,1000,no,,both,no,no,,,75,no,no,0,0,wma,yes,no,world,voice,yes,raw\english\sound\voiceovers\zmb\monkey\explo_vox\explo_vox_04.xm4,0,raw\english\sound\voiceovers\zmb\monkey\explo_vox\explo_vox_04.mp3,0,raw\english\sound\voiceovers\zmb\monkey\explo_vox\explo_vox_04.wav,0,zmb_vox,english
