name,file,template,loadspec,secondary,group,vol_min,vol_max,team_vol_mod,dist_min,dist_max,dist_reverb_max,volume_falloff_curve,reverb_falloff_curve,volume_min_falloff_curve,reverb_min_falloff_curve,limit_count,limit_type,entity_limit_count,entity_limit_type,pitch_min,pitch_max,team_pitch_mod,min_priority,max_priority,min_priority_threshold,max_priority_threshold,spatialized,type,loop,randomize_type,probability,start_delay,reverb_send,duck,pan,center_send,envelop_min,envelop_max,envelop_percentage,occlusion_level,occlusion_wet_dry,is_big,distance_lpf,move_type,move_time,real_delay,subtitle,mature,doppler,futz,context_type,context_value,compression,timescale,music,fade_in,fade_out,pc_format,pause,stop_on_death,bus,snapshot,voice_limit,file_xenon,file_size_xenon,file_ps3,file_size_ps3,file_pc,file_size_pc,source_csv,language
aml_dog_attack_jump,raw\sound\aml\dog\attack\attack_02.wav,chr_dog_event,char_dog,,event,95,96,100,500,6000,6000,curve3,curve3,allon,rdefault,5,priority,5,reject,0,0,0,60,90,0,0.9,3d,loaded,nonlooping,pitch,1,0,98,,default,0,0,0,0,0.2,0.5,no,yes,none,1000,no,,both,no,no,,,75,yes,no,0,0,wma,yes,no,world,event,no,raw\sound\aml\dog\attack\attack_02.xm4,0,raw\sound\aml\dog\attack\attack_02.mp3,0,raw\sound\aml\dog\attack\attack_02.wav,0,cmn_dogs,all
aml_dog_attack_jump,raw\sound\aml\dog\attack\attack_03.wav,chr_dog_event,char_dog,,event,95,96,100,500,6000,6000,curve3,curve3,allon,rdefault,5,priority,5,reject,0,0,0,60,90,0,0.9,3d,loaded,nonlooping,pitch,1,0,98,,default,0,0,0,0,0.2,0.5,no,yes,none,1000,no,,both,no,no,,,75,yes,no,0,0,wma,yes,no,world,event,no,raw\sound\aml\dog\attack\attack_03.xm4,0,raw\sound\aml\dog\attack\attack_03.mp3,0,raw\sound\aml\dog\attack\attack_03.wav,0,cmn_dogs,all
aml_dog_attack_jump,raw\sound\aml\dog\attack\attack_04.wav,chr_dog_event,char_dog,,event,95,96,100,500,6000,6000,curve3,curve3,allon,rdefault,5,priority,5,reject,0,0,0,60,90,0,0.9,3d,loaded,nonlooping,pitch,1,0,98,,default,0,0,0,0,0.2,0.5,no,yes,none,1000,no,,both,no,no,,,75,yes,no,0,0,wma,yes,no,world,event,no,raw\sound\aml\dog\attack\attack_04.xm4,0,raw\sound\aml\dog\attack\attack_04.mp3,0,raw\sound\aml\dog\attack\attack_04.wav,0,cmn_dogs,all
aml_dog_attack_jump,raw\sound\aml\dog\attack\attack_05.wav,chr_dog_event,char_dog,,event,95,96,100,500,6000,6000,curve3,curve3,allon,rdefault,5,priority,5,reject,0,0,0,60,90,0,0.9,3d,loaded,nonlooping,pitch,1,0,98,,default,0,0,0,0,0.2,0.5,no,yes,none,1000,no,,both,no,no,,,75,yes,no,0,0,wma,yes,no,world,event,no,raw\sound\aml\dog\attack\attack_05.xm4,0,raw\sound\aml\dog\attack\attack_05.mp3,0,raw\sound\aml\dog\attack\attack_05.wav,0,cmn_dogs,all
aml_dog_attack_jump,raw\sound\aml\dog\attack\attack_06.wav,chr_dog_event,char_dog,,event,95,96,100,500,6000,6000,curve3,curve3,allon,rdefault,5,priority,5,reject,0,0,0,60,90,0,0.9,3d,loaded,nonlooping,pitch,1,0,98,,default,0,0,0,0,0.2,0.5,no,yes,none,1000,no,,both,no,no,,,75,yes,no,0,0,wma,yes,no,world,event,no,raw\sound\aml\dog\attack\attack_06.xm4,0,raw\sound\aml\dog\attack\attack_06.mp3,0,raw\sound\aml\dog\attack\attack_06.wav,0,cmn_dogs,all
aml_dog_attack_jump,raw\sound\aml\dog\attack\attack_07.wav,chr_dog_event,char_dog,,event,95,96,100,500,6000,6000,curve3,curve3,allon,rdefault,5,priority,5,reject,0,0,0,60,90,0,0.9,3d,loaded,nonlooping,pitch,1,0,98,,default,0,0,0,0,0.2,0.5,no,yes,none,1000,no,,both,no,no,,,75,yes,no,0,0,wma,yes,no,world,event,no,raw\sound\aml\dog\attack\attack_07.xm4,0,raw\sound\aml\dog\attack\attack_07.mp3,0,raw\sound\aml\dog\attack\attack_07.wav,0,cmn_dogs,all
aml_dog_attack_kill_player,raw\sound\aml\dog\anml_dog_attack_kill_player2.wav,chr_dog_event,char_dog,,event,95,96,100,500,6000,6000,curve3,curve3,allon,rdefault,5,priority,5,reject,0,0,0,90,90,0,0.9,3d,streamed,nonlooping,pitch,1,0,98,,default,0,0,0,0,0.2,0.5,no,yes,none,1000,no,,both,no,no,,,75,yes,no,0,0,wma,yes,yes,world,event,no,discdata\sound\aml\dog\anml_dog_attack_kill_player2.xm4,0,discdata\sound\aml\dog\anml_dog_attack_kill_player2.mp3,0,discdata\sound\aml\dog\anml_dog_attack_kill_player2.wav,0,cmn_dogs,all
aml_dog_bark,raw\sound\aml\dog\bark\bark_00.wav,chr_dog_event,char_dog,,event,95,96,100,500,6000,6000,curve3,curve3,allon,rdefault,5,priority,5,reject,0,0,0,60,90,0,0.9,3d,loaded,nonlooping,pitch,1,0,98,,default,0,0,0,0,0.2,0.5,no,yes,none,1000,no,,both,no,no,,,75,yes,no,0,0,wma,yes,no,world,event,no,raw\sound\aml\dog\bark\bark_00.xm4,0,raw\sound\aml\dog\bark\bark_00.mp3,0,raw\sound\aml\dog\bark\bark_00.wav,0,cmn_dogs,all
aml_dog_bark,raw\sound\aml\dog\bark\bark_01.wav,chr_dog_event,char_dog,,event,95,96,100,500,6000,6000,curve3,curve3,allon,rdefault,5,priority,5,reject,0,0,0,60,90,0,0.9,3d,loaded,nonlooping,pitch,1,0,98,,default,0,0,0,0,0.2,0.5,no,yes,none,1000,no,,both,no,no,,,75,yes,no,0,0,wma,yes,no,world,event,no,raw\sound\aml\dog\bark\bark_01.xm4,0,raw\sound\aml\dog\bark\bark_01.mp3,0,raw\sound\aml\dog\bark\bark_01.wav,0,cmn_dogs,all
aml_dog_bark,raw\sound\aml\dog\bark\bark_02.wav,chr_dog_event,char_dog,,event,95,96,100,500,6000,6000,curve3,curve3,allon,rdefault,5,priority,5,reject,0,0,0,60,90,0,0.9,3d,loaded,nonlooping,pitch,1,0,98,,default,0,0,0,0,0.2,0.5,no,yes,none,1000,no,,both,no,no,,,75,yes,no,0,0,wma,yes,no,world,event,no,raw\sound\aml\dog\bark\bark_02.xm4,0,raw\sound\aml\dog\bark\bark_02.mp3,0,raw\sound\aml\dog\bark\bark_02.wav,0,cmn_dogs,all
aml_dog_bark,raw\sound\aml\dog\bark\bark_03.wav,chr_dog_event,char_dog,,event,95,96,100,500,6000,6000,curve3,curve3,allon,rdefault,5,priority,5,reject,0,0,0,60,90,0,0.9,3d,loaded,nonlooping,pitch,1,0,98,,default,0,0,0,0,0.2,0.5,no,yes,none,1000,no,,both,no,no,,,75,yes,no,0,0,wma,yes,no,world,event,no,raw\sound\aml\dog\bark\bark_03.xm4,0,raw\sound\aml\dog\bark\bark_03.mp3,0,raw\sound\aml\dog\bark\bark_03.wav,0,cmn_dogs,all
aml_dog_bark,raw\sound\aml\dog\bark\bark_04.wav,chr_dog_event,char_dog,,event,95,96,100,500,6000,6000,curve3,curve3,allon,rdefault,5,priority,5,reject,0,0,0,60,90,0,0.9,3d,loaded,nonlooping,pitch,1,0,98,,default,0,0,0,0,0.2,0.5,no,yes,none,1000,no,,both,no,no,,,75,yes,no,0,0,wma,yes,no,world,event,no,raw\sound\aml\dog\bark\bark_04.xm4,0,raw\sound\aml\dog\bark\bark_04.mp3,0,raw\sound\aml\dog\bark\bark_04.wav,0,cmn_dogs,all
aml_dog_bark_close,raw\sound\aml\dog\close\close_00.wav,chr_dog_event,char_dog,,event,95,96,100,500,6000,6000,curve3,curve3,allon,rdefault,5,priority,5,reject,0,0,0,60,90,0,0.9,3d,loaded,nonlooping,pitch,1,0,98,,default,0,0,0,0,0.2,0.5,no,yes,none,1000,no,,both,no,no,,,75,yes,no,0,0,wma,yes,no,world,event,no,raw\sound\aml\dog\close\close_00.xm4,0,raw\sound\aml\dog\close\close_00.mp3,0,raw\sound\aml\dog\close\close_00.wav,0,cmn_dogs,all
aml_dog_bark_close,raw\sound\aml\dog\close\close_01.wav,chr_dog_event,char_dog,,event,95,96,100,500,6000,6000,curve3,curve3,allon,rdefault,5,priority,5,reject,0,0,0,60,90,0,0.9,3d,loaded,nonlooping,pitch,1,0,98,,default,0,0,0,0,0.2,0.5,no,yes,none,1000,no,,both,no,no,,,75,yes,no,0,0,wma,yes,no,world,event,no,raw\sound\aml\dog\close\close_01.xm4,0,raw\sound\aml\dog\close\close_01.mp3,0,raw\sound\aml\dog\close\close_01.wav,0,cmn_dogs,all
aml_dog_bark_close,raw\sound\aml\dog\close\close_02.wav,chr_dog_event,char_dog,,event,95,96,100,500,6000,6000,curve3,curve3,allon,rdefault,5,priority,5,reject,0,0,0,60,90,0,0.9,3d,loaded,nonlooping,pitch,1,0,98,,default,0,0,0,0,0.2,0.5,no,yes,none,1000,no,,both,no,no,,,75,yes,no,0,0,wma,yes,no,world,event,no,raw\sound\aml\dog\close\close_02.xm4,0,raw\sound\aml\dog\close\close_02.mp3,0,raw\sound\aml\dog\close\close_02.wav,0,cmn_dogs,all
aml_dog_bark_close,raw\sound\aml\dog\close\close_03.wav,chr_dog_event,char_dog,,event,95,96,100,500,6000,6000,curve3,curve3,allon,rdefault,5,priority,5,reject,0,0,0,60,90,0,0.9,3d,loaded,nonlooping,pitch,1,0,98,,default,0,0,0,0,0.2,0.5,no,yes,none,1000,no,,both,no,no,,,75,yes,no,0,0,wma,yes,no,world,event,no,raw\sound\aml\dog\close\close_03.xm4,0,raw\sound\aml\dog\close\close_03.mp3,0,raw\sound\aml\dog\close\close_03.wav,0,cmn_dogs,all
aml_dog_bark_close,raw\sound\aml\dog\close\close_04.wav,chr_dog_event,char_dog,,event,95,96,100,500,6000,6000,curve3,curve3,allon,rdefault,5,priority,5,reject,0,0,0,60,90,0,0.9,3d,loaded,nonlooping,pitch,1,0,98,,default,0,0,0,0,0.2,0.5,no,yes,none,1000,no,,both,no,no,,,75,yes,no,0,0,wma,yes,no,world,event,no,raw\sound\aml\dog\close\close_04.xm4,0,raw\sound\aml\dog\close\close_04.mp3,0,raw\sound\aml\dog\close\close_04.wav,0,cmn_dogs,all
aml_dog_bark_mid,raw\sound\aml\dog\bark\bark_00.wav,chr_dog_event,char_dog,,event,95,96,100,500,6000,6000,curve3,curve3,allon,rdefault,5,priority,5,reject,0,0,0,60,90,0,0.9,3d,loaded,nonlooping,pitch,1,0,98,,default,0,0,0,0,0.2,0.5,no,yes,none,1000,no,,both,no,no,,,75,yes,no,0,0,wma,yes,no,world,event,no,raw\sound\aml\dog\bark\bark_00.xm4,0,raw\sound\aml\dog\bark\bark_00.mp3,0,raw\sound\aml\dog\bark\bark_00.wav,0,cmn_dogs,all
aml_dog_bark_mid,raw\sound\aml\dog\bark\bark_01.wav,chr_dog_event,char_dog,,event,95,96,100,500,6000,6000,curve3,curve3,allon,rdefault,5,priority,5,reject,0,0,0,60,90,0,0.9,3d,loaded,nonlooping,pitch,1,0,98,,default,0,0,0,0,0.2,0.5,no,yes,none,1000,no,,both,no,no,,,75,yes,no,0,0,wma,yes,no,world,event,no,raw\sound\aml\dog\bark\bark_01.xm4,0,raw\sound\aml\dog\bark\bark_01.mp3,0,raw\sound\aml\dog\bark\bark_01.wav,0,cmn_dogs,all
aml_dog_bark_mid,raw\sound\aml\dog\bark\bark_02.wav,chr_dog_event,char_dog,,event,95,96,100,500,6000,6000,curve3,curve3,allon,rdefault,5,priority,5,reject,0,0,0,60,90,0,0.9,3d,loaded,nonlooping,pitch,1,0,98,,default,0,0,0,0,0.2,0.5,no,yes,none,1000,no,,both,no,no,,,75,yes,no,0,0,wma,yes,no,world,event,no,raw\sound\aml\dog\bark\bark_02.xm4,0,raw\sound\aml\dog\bark\bark_02.mp3,0,raw\sound\aml\dog\bark\bark_02.wav,0,cmn_dogs,all
aml_dog_bark_mid,raw\sound\aml\dog\bark\bark_03.wav,chr_dog_event,char_dog,,event,95,96,100,500,6000,6000,curve3,curve3,allon,rdefault,5,priority,5,reject,0,0,0,60,90,0,0.9,3d,loaded,nonlooping,pitch,1,0,98,,default,0,0,0,0,0.2,0.5,no,yes,none,1000,no,,both,no,no,,,75,yes,no,0,0,wma,yes,no,world,event,no,raw\sound\aml\dog\bark\bark_03.xm4,0,raw\sound\aml\dog\bark\bark_03.mp3,0,raw\sound\aml\dog\bark\bark_03.wav,0,cmn_dogs,all
aml_dog_bark_mid,raw\sound\aml\dog\bark\bark_04.wav,chr_dog_event,char_dog,,event,95,96,100,500,6000,6000,curve3,curve3,allon,rdefault,5,priority,5,reject,0,0,0,60,90,0,0.9,3d,loaded,nonlooping,pitch,1,0,98,,default,0,0,0,0,0.2,0.5,no,yes,none,1000,no,,both,no,no,,,75,yes,no,0,0,wma,yes,no,world,event,no,raw\sound\aml\dog\bark\bark_04.xm4,0,raw\sound\aml\dog\bark\bark_04.mp3,0,raw\sound\aml\dog\bark\bark_04.wav,0,cmn_dogs,all
aml_dog_death,raw\sound\aml\dog\death\death_00.wav,chr_dog_event,char_dog,,event,95,96,100,500,6000,6000,curve3,curve3,allon,rdefault,5,priority,5,reject,0,0,0,60,90,0,0.9,3d,loaded,nonlooping,pitch,1,0,98,,default,0,0,0,0,0.2,0.5,no,yes,none,1000,no,,both,no,no,,,75,yes,no,0,0,wma,yes,no,world,event,no,raw\sound\aml\dog\death\death_00.xm4,0,raw\sound\aml\dog\death\death_00.mp3,0,raw\sound\aml\dog\death\death_00.wav,0,cmn_dogs,all
aml_dog_death,raw\sound\aml\dog\death\death_01.wav,chr_dog_event,char_dog,,event,95,96,100,500,6000,6000,curve3,curve3,allon,rdefault,5,priority,5,reject,0,0,0,60,90,0,0.9,3d,loaded,nonlooping,pitch,1,0,98,,default,0,0,0,0,0.2,0.5,no,yes,none,1000,no,,both,no,no,,,75,yes,no,0,0,wma,yes,no,world,event,no,raw\sound\aml\dog\death\death_01.xm4,0,raw\sound\aml\dog\death\death_01.mp3,0,raw\sound\aml\dog\death\death_01.wav,0,cmn_dogs,all
aml_dog_death,raw\sound\aml\dog\death\death_02.wav,chr_dog_event,char_dog,,event,95,96,100,500,6000,6000,curve3,curve3,allon,rdefault,5,priority,5,reject,0,0,0,60,90,0,0.9,3d,loaded,nonlooping,pitch,1,0,98,,default,0,0,0,0,0.2,0.5,no,yes,none,1000,no,,both,no,no,,,75,yes,no,0,0,wma,yes,no,world,event,no,raw\sound\aml\dog\death\death_02.xm4,0,raw\sound\aml\dog\death\death_02.mp3,0,raw\sound\aml\dog\death\death_02.wav,0,cmn_dogs,all
aml_dog_death,raw\sound\aml\dog\death\death_03.wav,chr_dog_event,char_dog,,event,95,96,100,500,6000,6000,curve3,curve3,allon,rdefault,5,priority,5,reject,0,0,0,60,90,0,0.9,3d,loaded,nonlooping,pitch,1,0,98,,default,0,0,0,0,0.2,0.5,no,yes,none,1000,no,,both,no,no,,,75,yes,no,0,0,wma,yes,no,world,event,no,raw\sound\aml\dog\death\death_03.xm4,0,raw\sound\aml\dog\death\death_03.mp3,0,raw\sound\aml\dog\death\death_03.wav,0,cmn_dogs,all
aml_dog_death,raw\sound\aml\dog\death\death_04.wav,chr_dog_event,char_dog,,event,95,96,100,500,6000,6000,curve3,curve3,allon,rdefault,5,priority,5,reject,0,0,0,60,90,0,0.9,3d,loaded,nonlooping,pitch,1,0,98,,default,0,0,0,0,0.2,0.5,no,yes,none,1000,no,,both,no,no,,,75,yes,no,0,0,wma,yes,no,world,event,no,raw\sound\aml\dog\death\death_04.xm4,0,raw\sound\aml\dog\death\death_04.mp3,0,raw\sound\aml\dog\death\death_04.wav,0,cmn_dogs,all
aml_dog_growl,raw\sound\aml\dog\growl\growl_00.wav,fly_dog,char_dog,,foley,91,93,100,200,3000,3000,curve3,curve3,allon,rdefault,5,priority,5,oldest,-100,100,0,60,90,0,0.9,3d,streamed,nonlooping,pitch,1,0,89,,default,0,0,0,0,0.2,0.5,no,yes,none,1000,no,,both,no,no,,,75,yes,no,0,0,wma,yes,no,world,foley,no,discdata\sound\aml\dog\growl\growl_00.xm4,0,discdata\sound\aml\dog\growl\growl_00.mp3,0,discdata\sound\aml\dog\growl\growl_00.wav,0,cmn_dogs,all
aml_dog_growl,raw\sound\aml\dog\growl\growl_01.wav,fly_dog,char_dog,,foley,91,93,100,200,3000,3000,curve3,curve3,allon,rdefault,5,priority,5,oldest,-100,100,0,60,90,0,0.9,3d,streamed,nonlooping,pitch,1,0,89,,default,0,0,0,0,0.2,0.5,no,yes,none,1000,no,,both,no,no,,,75,yes,no,0,0,wma,yes,no,world,foley,no,discdata\sound\aml\dog\growl\growl_01.xm4,0,discdata\sound\aml\dog\growl\growl_01.mp3,0,discdata\sound\aml\dog\growl\growl_01.wav,0,cmn_dogs,all
aml_dog_growl,raw\sound\aml\dog\growl\growl_02.wav,fly_dog,char_dog,,foley,91,93,100,200,3000,3000,curve3,curve3,allon,rdefault,5,priority,5,oldest,-100,100,0,60,90,0,0.9,3d,streamed,nonlooping,pitch,1,0,89,,default,0,0,0,0,0.2,0.5,no,yes,none,1000,no,,both,no,no,,,75,yes,no,0,0,wma,yes,no,world,foley,no,discdata\sound\aml\dog\growl\growl_02.xm4,0,discdata\sound\aml\dog\growl\growl_02.mp3,0,discdata\sound\aml\dog\growl\growl_02.wav,0,cmn_dogs,all
aml_dog_growl,raw\sound\aml\dog\growl\growl_03.wav,fly_dog,char_dog,,foley,91,93,100,200,3000,3000,curve3,curve3,allon,rdefault,5,priority,5,oldest,-100,100,0,60,90,0,0.9,3d,streamed,nonlooping,pitch,1,0,89,,default,0,0,0,0,0.2,0.5,no,yes,none,1000,no,,both,no,no,,,75,yes,no,0,0,wma,yes,no,world,foley,no,discdata\sound\aml\dog\growl\growl_03.xm4,0,discdata\sound\aml\dog\growl\growl_03.mp3,0,discdata\sound\aml\dog\growl\growl_03.wav,0,cmn_dogs,all
aml_dog_idle_look,raw\sound\aml\dog\idle\idle_00.wav,fly_dog,char_dog,,foley,91,93,100,200,3000,3000,curve3,curve3,allon,rdefault,5,priority,5,oldest,-100,100,0,60,90,0,0.9,3d,loaded,nonlooping,pitch,1,0,89,,default,0,0,0,0,0.2,0.5,no,yes,none,1000,no,,both,no,no,,,75,yes,no,0,0,wma,yes,no,world,foley,no,raw\sound\aml\dog\idle\idle_00.xm4,0,raw\sound\aml\dog\idle\idle_00.mp3,0,raw\sound\aml\dog\idle\idle_00.wav,0,cmn_dogs,all
aml_dog_idle_look,raw\sound\aml\dog\idle\idle_01.wav,fly_dog,char_dog,,foley,91,93,100,200,3000,3000,curve3,curve3,allon,rdefault,5,priority,5,oldest,-100,100,0,60,90,0,0.9,3d,loaded,nonlooping,pitch,1,0,89,,default,0,0,0,0,0.2,0.5,no,yes,none,1000,no,,both,no,no,,,75,yes,no,0,0,wma,yes,no,world,foley,no,raw\sound\aml\dog\idle\idle_01.xm4,0,raw\sound\aml\dog\idle\idle_01.mp3,0,raw\sound\aml\dog\idle\idle_01.wav,0,cmn_dogs,all
aml_dog_neckbreak,raw\sound\aml\dog\dog_neckbreak.wav,chr_dog_event,char_dog,,event,95,96,100,500,6000,6000,curve3,curve3,allon,rdefault,5,priority,5,reject,0,0,0,60,90,0,0.9,3d,streamed,nonlooping,pitch,1,0,98,,default,0,0,0,0,0.2,0.5,no,yes,none,1000,no,,both,no,no,,,75,yes,no,0,0,wma,yes,no,world,event,no,discdata\sound\aml\dog\dog_neckbreak.xm4,0,discdata\sound\aml\dog\dog_neckbreak.mp3,0,discdata\sound\aml\dog\dog_neckbreak.wav,0,cmn_dogs,all
aml_dog_pain,raw\sound\aml\dog\pain\pain_00.wav,chr_dog_event,char_dog,,event,95,96,100,500,6000,6000,curve3,curve3,allon,rdefault,5,priority,5,reject,0,0,0,60,90,0,0.9,3d,streamed,nonlooping,pitch,1,0,98,,default,0,0,0,0,0.2,0.5,no,yes,none,1000,no,,both,no,no,,,75,yes,no,0,0,wma,yes,no,world,event,no,discdata\sound\aml\dog\pain\pain_00.xm4,0,discdata\sound\aml\dog\pain\pain_00.mp3,0,discdata\sound\aml\dog\pain\pain_00.wav,0,cmn_dogs,all
aml_dog_pain,raw\sound\aml\dog\pain\pain_01.wav,chr_dog_event,char_dog,,event,95,96,100,500,6000,6000,curve3,curve3,allon,rdefault,5,priority,5,reject,0,0,0,60,90,0,0.9,3d,streamed,nonlooping,pitch,1,0,98,,default,0,0,0,0,0.2,0.5,no,yes,none,1000,no,,both,no,no,,,75,yes,no,0,0,wma,yes,no,world,event,no,discdata\sound\aml\dog\pain\pain_01.xm4,0,discdata\sound\aml\dog\pain\pain_01.mp3,0,discdata\sound\aml\dog\pain\pain_01.wav,0,cmn_dogs,all
