name,file,template,loadspec,secondary,group,vol_min,vol_max,team_vol_mod,dist_min,dist_max,dist_reverb_max,volume_falloff_curve,reverb_falloff_curve,volume_min_falloff_curve,reverb_min_falloff_curve,limit_count,limit_type,entity_limit_count,entity_limit_type,pitch_min,pitch_max,team_pitch_mod,min_priority,max_priority,min_priority_threshold,max_priority_threshold,spatialized,type,loop,randomize_type,probability,start_delay,reverb_send,duck,pan,center_send,envelop_min,envelop_max,envelop_percentage,occlusion_level,occlusion_wet_dry,is_big,distance_lpf,move_type,move_time,real_delay,subtitle,mature,doppler,futz,context_type,context_value,compression,timescale,music,fade_in,fade_out,pc_format,pause,stop_on_death,bus,snapshot,voice_limit,file_xenon,file_size_xenon,file_ps3,file_size_ps3,file_pc,file_size_pc,file_wii,file_size_wii,source_csv,language
chr_pslide_exert_plr,raw\english\sound\vox\dds\us\exert\carter\jump\launch_exert_04.wav,vox_local_plr_2d,char_human,,voice,100,100,100,0,0,0,log2,log1,allon,rdefault,5,priority,1,oldest,0,0,0,100,100,0,1,2d,streamed,nonlooping,,1,0,85,plot_dialog_player,front_and_center,100,0,0,0,0,0.5,no,no,none,1000,no,,both,no,no,,,75,no,no,0,0,wma,yes,yes,voice,voice_player,yes,discdata\english\sound\vox\dds\us\exert\carter\jump\launch_exert_04.xm4,0,discdata\english\sound\vox\dds\us\exert\carter\jump\launch_exert_04.mp3,0,discdata\english\sound\vox\dds\us\exert\carter\jump\launch_exert_04.wav,0,discdata\english\sound\vox\dds\us\exert\carter\jump\launch_exert_04.wds,0,cmn_foley,english
chr_pslide_exert_plr,raw\english\sound\vox\dds\us\exert\carter\jump\launch_exert_05.wav,vox_local_plr_2d,char_human,,voice,100,100,100,0,0,0,log2,log1,allon,rdefault,5,priority,1,oldest,0,0,0,100,100,0,1,2d,streamed,nonlooping,,1,0,85,plot_dialog_player,front_and_center,100,0,0,0,0,0.5,no,no,none,1000,no,,both,no,no,,,75,no,no,0,0,wma,yes,yes,voice,voice_player,yes,discdata\english\sound\vox\dds\us\exert\carter\jump\launch_exert_05.xm4,0,discdata\english\sound\vox\dds\us\exert\carter\jump\launch_exert_05.mp3,0,discdata\english\sound\vox\dds\us\exert\carter\jump\launch_exert_05.wav,0,discdata\english\sound\vox\dds\us\exert\carter\jump\launch_exert_05.wds,0,cmn_foley,english
chr_revive_gasp,raw\english\sound\vox\dds\us\breath\carter\revive_gasp\revive_gasp_00.wav,vox_melee_grunt,char_human,,voice,97,97,100,400,800,800,curve4,log1,allon,rcurve1,5,priority,1,reject,-182,165,0,20,50,0,1,3d,streamed,nonlooping,,1,0,92,,default,0,50,400,95,0.2,0.5,no,no,none,1000,no,,both,no,no,,,75,no,no,0,0,wma,yes,yes,voice,voice,yes,discdata\english\sound\vox\dds\us\breath\carter\revive_gasp\revive_gasp_00.xm4,0,discdata\english\sound\vox\dds\us\breath\carter\revive_gasp\revive_gasp_00.mp3,0,discdata\english\sound\vox\dds\us\breath\carter\revive_gasp\revive_gasp_00.wav,0,discdata\english\sound\vox\dds\us\breath\carter\revive_gasp\revive_gasp_00.wds,0,cmn_foley,english
chr_revive_gasp,raw\english\sound\vox\dds\us\breath\carter\revive_gasp\revive_gasp_01.wav,vox_melee_grunt,char_human,,voice,97,97,100,400,800,800,curve4,log1,allon,rcurve1,5,priority,1,reject,-182,165,0,20,50,0,1,3d,streamed,nonlooping,,1,0,92,,default,0,50,400,95,0.2,0.5,no,no,none,1000,no,,both,no,no,,,75,no,no,0,0,wma,yes,yes,voice,voice,yes,discdata\english\sound\vox\dds\us\breath\carter\revive_gasp\revive_gasp_01.xm4,0,discdata\english\sound\vox\dds\us\breath\carter\revive_gasp\revive_gasp_01.mp3,0,discdata\english\sound\vox\dds\us\breath\carter\revive_gasp\revive_gasp_01.wav,0,discdata\english\sound\vox\dds\us\breath\carter\revive_gasp\revive_gasp_01.wds,0,cmn_foley,english
chr_revive_gasp,raw\english\sound\vox\dds\us\breath\carter\revive_gasp\revive_gasp_02.wav,vox_melee_grunt,char_human,,voice,97,97,100,400,800,800,curve4,log1,allon,rcurve1,5,priority,1,reject,-182,165,0,20,50,0,1,3d,streamed,nonlooping,,1,0,92,,default,0,50,400,95,0.2,0.5,no,no,none,1000,no,,both,no,no,,,75,no,no,0,0,wma,yes,yes,voice,voice,yes,discdata\english\sound\vox\dds\us\breath\carter\revive_gasp\revive_gasp_02.xm4,0,discdata\english\sound\vox\dds\us\breath\carter\revive_gasp\revive_gasp_02.mp3,0,discdata\english\sound\vox\dds\us\breath\carter\revive_gasp\revive_gasp_02.wav,0,discdata\english\sound\vox\dds\us\breath\carter\revive_gasp\revive_gasp_02.wds,0,cmn_foley,english
chr_revive_gasp,raw\english\sound\vox\dds\us\breath\carter\revive_gasp\revive_gasp_03.wav,vox_melee_grunt,char_human,,voice,97,97,100,400,800,800,curve4,log1,allon,rcurve1,5,priority,1,reject,-182,165,0,20,50,0,1,3d,streamed,nonlooping,,1,0,92,,default,0,50,400,95,0.2,0.5,no,no,none,1000,no,,both,no,no,,,75,no,no,0,0,wma,yes,yes,voice,voice,yes,discdata\english\sound\vox\dds\us\breath\carter\revive_gasp\revive_gasp_03.xm4,0,discdata\english\sound\vox\dds\us\breath\carter\revive_gasp\revive_gasp_03.mp3,0,discdata\english\sound\vox\dds\us\breath\carter\revive_gasp\revive_gasp_03.wav,0,discdata\english\sound\vox\dds\us\breath\carter\revive_gasp\revive_gasp_03.wds,0,cmn_foley,english
vox_plr_0_achievement_0,raw\english\sound\vox\scripted\zombie_pentagon\plr0\vox_plr_0_achievement_0.wav,zmb_vox_plr,,,voice,98,98,100,75,1700,2100,curve2,curve2,allon,rdefault,2,reject,1,reject,0,0,0,100,100,0.25,1,3d,streamed,nonlooping,,1,0,86,,default,0,50,500,99,0.5,0.5,no,yes,none,1000,no,,both,no,no,mature,,75,no,no,0,0,wma,yes,no,world,voice,yes,discdata\english\sound\vox\scripted\zombie_pentagon\plr0\vox_plr_0_achievement_0.xm4,0,discdata\english\sound\vox\scripted\zombie_pentagon\plr0\vox_plr_0_achievement_0.mp3,0,discdata\english\sound\vox\scripted\zombie_pentagon\plr0\vox_plr_0_achievement_0.wav,0,discdata\english\sound\vox\scripted\zombie_pentagon\plr0\vox_plr_0_achievement_0.wds,0,zmb_zombie_pentagon_vox,english
vox_plr_0_ammo_low_0,raw\english\sound\vox\scripted\zombie_pentagon\plr0\vox_plr_0_ammo_low_0.wav,zmb_vox_plr,,,voice,98,98,100,75,1700,2100,curve2,curve2,allon,rdefault,2,reject,1,reject,0,0,0,100,100,0.25,1,3d,streamed,nonlooping,,1,0,86,,default,0,50,500,99,0.5,0.5,no,yes,none,1000,no,,both,no,no,mature,,75,no,no,0,0,wma,yes,no,world,voice,yes,discdata\english\sound\vox\scripted\zombie_pentagon\plr0\vox_plr_0_ammo_low_0.xm4,0,discdata\english\sound\vox\scripted\zombie_pentagon\plr0\vox_plr_0_ammo_low_0.mp3,0,discdata\english\sound\vox\scripted\zombie_pentagon\plr0\vox_plr_0_ammo_low_0.wav,0,discdata\english\sound\vox\scripted\zombie_pentagon\plr0\vox_plr_0_ammo_low_0.wds,0,zmb_zombie_pentagon_vox,english
vox_plr_0_ammo_low_1,raw\english\sound\vox\scripted\zombie_pentagon\plr0\vox_plr_0_ammo_low_1.wav,zmb_vox_plr,,,voice,98,98,100,75,1700,2100,curve2,curve2,allon,rdefault,2,reject,1,reject,0,0,0,100,100,0.25,1,3d,streamed,nonlooping,,1,0,86,,default,0,50,500,99,0.5,0.5,no,yes,none,1000,no,,both,no,no,mature,,75,no,no,0,0,wma,yes,no,world,voice,yes,discdata\english\sound\vox\scripted\zombie_pentagon\plr0\vox_plr_0_ammo_low_1.xm4,0,discdata\english\sound\vox\scripted\zombie_pentagon\plr0\vox_plr_0_ammo_low_1.mp3,0,discdata\english\sound\vox\scripted\zombie_pentagon\plr0\vox_plr_0_ammo_low_1.wav,0,discdata\english\sound\vox\scripted\zombie_pentagon\plr0\vox_plr_0_ammo_low_1.wds,0,zmb_zombie_pentagon_vox,english
vox_plr_0_ammo_low_2,raw\english\sound\vox\scripted\zombie_pentagon\plr0\vox_plr_0_ammo_low_2.wav,zmb_vox_plr,,,voice,98,98,100,75,1700,2100,curve2,curve2,allon,rdefault,2,reject,1,reject,0,0,0,100,100,0.25,1,3d,streamed,nonlooping,,1,0,86,,default,0,50,500,99,0.5,0.5,no,yes,none,1000,no,,both,no,no,mature,,75,no,no,0,0,wma,yes,no,world,voice,yes,discdata\english\sound\vox\scripted\zombie_pentagon\plr0\vox_plr_0_ammo_low_2.xm4,0,discdata\english\sound\vox\scripted\zombie_pentagon\plr0\vox_plr_0_ammo_low_2.mp3,0,discdata\english\sound\vox\scripted\zombie_pentagon\plr0\vox_plr_0_ammo_low_2.wav,0,discdata\english\sound\vox\scripted\zombie_pentagon\plr0\vox_plr_0_ammo_low_2.wds,0,zmb_zombie_pentagon_vox,english
vox_plr_0_ammo_low_3,raw\english\sound\vox\scripted\zombie_pentagon\plr0\vox_plr_0_ammo_low_3.wav,zmb_vox_plr,,,voice,98,98,100,75,1700,2100,curve2,curve2,allon,rdefault,2,reject,1,reject,0,0,0,100,100,0.25,1,3d,streamed,nonlooping,,1,0,86,,default,0,50,500,99,0.5,0.5,no,yes,none,1000,no,,both,no,no,mature,,75,no,no,0,0,wma,yes,no,world,voice,yes,discdata\english\sound\vox\scripted\zombie_pentagon\plr0\vox_plr_0_ammo_low_3.xm4,0,discdata\english\sound\vox\scripted\zombie_pentagon\plr0\vox_plr_0_ammo_low_3.mp3,0,discdata\english\sound\vox\scripted\zombie_pentagon\plr0\vox_plr_0_ammo_low_3.wav,0,discdata\english\sound\vox\scripted\zombie_pentagon\plr0\vox_plr_0_ammo_low_3.wds,0,zmb_zombie_pentagon_vox,english
vox_plr_0_ammo_low_4,raw\english\sound\vox\scripted\zombie_pentagon\plr0\vox_plr_0_ammo_low_4.wav,zmb_vox_plr,,,voice,98,98,100,75,1700,2100,curve2,curve2,allon,rdefault,2,reject,1,reject,0,0,0,100,100,0.25,1,3d,streamed,nonlooping,,1,0,86,,default,0,50,500,99,0.5,0.5,no,yes,none,1000,no,,both,no,no,mature,,75,no,no,0,0,wma,yes,no,world,voice,yes,discdata\english\sound\vox\scripted\zombie_pentagon\plr0\vox_plr_0_ammo_low_4.xm4,0,discdata\english\sound\vox\scripted\zombie_pentagon\plr0\vox_plr_0_ammo_low_4.mp3,0,discdata\english\sound\vox\scripted\zombie_pentagon\plr0\vox_plr_0_ammo_low_4.wav,0,discdata\english\sound\vox\scripted\zombie_pentagon\plr0\vox_plr_0_ammo_low_4.wds,0,zmb_zombie_pentagon_vox,english
vox_plr_0_ammo_out_0,raw\english\sound\vox\scripted\zombie_pentagon\plr0\vox_plr_0_ammo_out_0.wav,zmb_vox_plr,,,voice,98,98,100,75,1700,2100,curve2,curve2,allon,rdefault,2,reject,1,reject,0,0,0,100,100,0.25,1,3d,streamed,nonlooping,,1,0,86,,default,0,50,500,99,0.5,0.5,no,yes,none,1000,no,,both,no,no,mature,,75,no,no,0,0,wma,yes,no,world,voice,yes,discdata\english\sound\vox\scripted\zombie_pentagon\plr0\vox_plr_0_ammo_out_0.xm4,0,discdata\english\sound\vox\scripted\zombie_pentagon\plr0\vox_plr_0_ammo_out_0.mp3,0,discdata\english\sound\vox\scripted\zombie_pentagon\plr0\vox_plr_0_ammo_out_0.wav,0,discdata\english\sound\vox\scripted\zombie_pentagon\plr0\vox_plr_0_ammo_out_0.wds,0,zmb_zombie_pentagon_vox,english
vox_plr_0_ammo_out_1,raw\english\sound\vox\scripted\zombie_pentagon\plr0\vox_plr_0_ammo_out_1.wav,zmb_vox_plr,,,voice,98,98,100,75,1700,2100,curve2,curve2,allon,rdefault,2,reject,1,reject,0,0,0,100,100,0.25,1,3d,streamed,nonlooping,,1,0,86,,default,0,50,500,99,0.5,0.5,no,yes,none,1000,no,,both,no,no,mature,,75,no,no,0,0,wma,yes,no,world,voice,yes,discdata\english\sound\vox\scripted\zombie_pentagon\plr0\vox_plr_0_ammo_out_1.xm4,0,discdata\english\sound\vox\scripted\zombie_pentagon\plr0\vox_plr_0_ammo_out_1.mp3,0,discdata\english\sound\vox\scripted\zombie_pentagon\plr0\vox_plr_0_ammo_out_1.wav,0,discdata\english\sound\vox\scripted\zombie_pentagon\plr0\vox_plr_0_ammo_out_1.wds,0,zmb_zombie_pentagon_vox,english
vox_plr_0_ammo_out_2,raw\english\sound\vox\scripted\zombie_pentagon\plr0\vox_plr_0_ammo_out_2.wav,zmb_vox_plr,,,voice,98,98,100,75,1700,2100,curve2,curve2,allon,rdefault,2,reject,1,reject,0,0,0,100,100,0.25,1,3d,streamed,nonlooping,,1,0,86,,default,0,50,500,99,0.5,0.5,no,yes,none,1000,no,,both,no,no,mature,,75,no,no,0,0,wma,yes,no,world,voice,yes,discdata\english\sound\vox\scripted\zombie_pentagon\plr0\vox_plr_0_ammo_out_2.xm4,0,discdata\english\sound\vox\scripted\zombie_pentagon\plr0\vox_plr_0_ammo_out_2.mp3,0,discdata\english\sound\vox\scripted\zombie_pentagon\plr0\vox_plr_0_ammo_out_2.wav,0,discdata\english\sound\vox\scripted\zombie_pentagon\plr0\vox_plr_0_ammo_out_2.wds,0,zmb_zombie_pentagon_vox,english
vox_plr_0_ammo_out_3,raw\english\sound\vox\scripted\zombie_pentagon\plr0\vox_plr_0_ammo_out_3.wav,zmb_vox_plr,,,voice,98,98,100,75,1700,2100,curve2,curve2,allon,rdefault,2,reject,1,reject,0,0,0,100,100,0.25,1,3d,streamed,nonlooping,,1,0,86,,default,0,50,500,99,0.5,0.5,no,yes,none,1000,no,,both,no,no,mature,,75,no,no,0,0,wma,yes,no,world,voice,yes,discdata\english\sound\vox\scripted\zombie_pentagon\plr0\vox_plr_0_ammo_out_3.xm4,0,discdata\english\sound\vox\scripted\zombie_pentagon\plr0\vox_plr_0_ammo_out_3.mp3,0,discdata\english\sound\vox\scripted\zombie_pentagon\plr0\vox_plr_0_ammo_out_3.wav,0,discdata\english\sound\vox\scripted\zombie_pentagon\plr0\vox_plr_0_ammo_out_3.wds,0,zmb_zombie_pentagon_vox,english
vox_plr_0_ammo_out_4,raw\english\sound\vox\scripted\zombie_pentagon\plr0\vox_plr_0_ammo_out_4.wav,zmb_vox_plr,,,voice,98,98,100,75,1700,2100,curve2,curve2,allon,rdefault,2,reject,1,reject,0,0,0,100,100,0.25,1,3d,streamed,nonlooping,,1,0,86,,default,0,50,500,99,0.5,0.5,no,yes,none,1000,no,,both,no,no,mature,,75,no,no,0,0,wma,yes,no,world,voice,yes,discdata\english\sound\vox\scripted\zombie_pentagon\plr0\vox_plr_0_ammo_out_4.xm4,0,discdata\english\sound\vox\scripted\zombie_pentagon\plr0\vox_plr_0_ammo_out_4.mp3,0,discdata\english\sound\vox\scripted\zombie_pentagon\plr0\vox_plr_0_ammo_out_4.wav,0,discdata\english\sound\vox\scripted\zombie_pentagon\plr0\vox_plr_0_ammo_out_4.wds,0,zmb_zombie_pentagon_vox,english
vox_plr_0_board_0,raw\english\sound\vox\scripted\zombie_pentagon\plr0\vox_plr_0_board_0.wav,zmb_vox_plr,,,voice,98,98,100,75,1700,2100,curve2,curve2,allon,rdefault,2,reject,1,reject,0,0,0,100,100,0.25,1,3d,streamed,nonlooping,,1,0,86,,default,0,50,500,99,0.5,0.5,no,yes,none,1000,no,,both,no,no,mature,,75,no,no,0,0,wma,yes,no,world,voice,yes,discdata\english\sound\vox\scripted\zombie_pentagon\plr0\vox_plr_0_board_0.xm4,0,discdata\english\sound\vox\scripted\zombie_pentagon\plr0\vox_plr_0_board_0.mp3,0,discdata\english\sound\vox\scripted\zombie_pentagon\plr0\vox_plr_0_board_0.wav,0,discdata\english\sound\vox\scripted\zombie_pentagon\plr0\vox_plr_0_board_0.wds,0,zmb_zombie_pentagon_vox,english
vox_plr_0_box_move_0,raw\english\sound\vox\scripted\zombie_pentagon\plr0\vox_plr_0_box_move_0.wav,zmb_vox_plr,,,voice,98,98,100,75,1700,2100,curve2,curve2,allon,rdefault,2,reject,1,reject,0,0,0,100,100,0.25,1,3d,streamed,nonlooping,,1,0,86,,default,0,50,500,99,0.5,0.5,no,yes,none,1000,no,,both,no,no,mature,,75,no,no,0,0,wma,yes,no,world,voice,yes,discdata\english\sound\vox\scripted\zombie_pentagon\plr0\vox_plr_0_box_move_0.xm4,0,discdata\english\sound\vox\scripted\zombie_pentagon\plr0\vox_plr_0_box_move_0.mp3,0,discdata\english\sound\vox\scripted\zombie_pentagon\plr0\vox_plr_0_box_move_0.wav,0,discdata\english\sound\vox\scripted\zombie_pentagon\plr0\vox_plr_0_box_move_0.wds,0,zmb_zombie_pentagon_vox,english
vox_plr_0_box_move_1,raw\english\sound\vox\scripted\zombie_pentagon\plr0\vox_plr_0_box_move_1.wav,zmb_vox_plr,,,voice,98,98,100,75,1700,2100,curve2,curve2,allon,rdefault,2,reject,1,reject,0,0,0,100,100,0.25,1,3d,streamed,nonlooping,,1,0,86,,default,0,50,500,99,0.5,0.5,no,yes,none,1000,no,,both,no,no,mature,,75,no,no,0,0,wma,yes,no,world,voice,yes,discdata\english\sound\vox\scripted\zombie_pentagon\plr0\vox_plr_0_box_move_1.xm4,0,discdata\english\sound\vox\scripted\zombie_pentagon\plr0\vox_plr_0_box_move_1.mp3,0,discdata\english\sound\vox\scripted\zombie_pentagon\plr0\vox_plr_0_box_move_1.wav,0,discdata\english\sound\vox\scripted\zombie_pentagon\plr0\vox_plr_0_box_move_1.wds,0,zmb_zombie_pentagon_vox,english
vox_plr_0_box_move_2,raw\english\sound\vox\scripted\zombie_pentagon\plr0\vox_plr_0_box_move_2.wav,zmb_vox_plr,,,voice,98,98,100,75,1700,2100,curve2,curve2,allon,rdefault,2,reject,1,reject,0,0,0,100,100,0.25,1,3d,streamed,nonlooping,,1,0,86,,default,0,50,500,99,0.5,0.5,no,yes,none,1000,no,,both,no,no,mature,,75,no,no,0,0,wma,yes,no,world,voice,yes,discdata\english\sound\vox\scripted\zombie_pentagon\plr0\vox_plr_0_box_move_2.xm4,0,discdata\english\sound\vox\scripted\zombie_pentagon\plr0\vox_plr_0_box_move_2.mp3,0,discdata\english\sound\vox\scripted\zombie_pentagon\plr0\vox_plr_0_box_move_2.wav,0,discdata\english\sound\vox\scripted\zombie_pentagon\plr0\vox_plr_0_box_move_2.wds,0,zmb_zombie_pentagon_vox,english
vox_plr_0_box_move_3,raw\english\sound\vox\scripted\zombie_pentagon\plr0\vox_plr_0_box_move_3.wav,zmb_vox_plr,,,voice,98,98,100,75,1700,2100,curve2,curve2,allon,rdefault,2,reject,1,reject,0,0,0,100,100,0.25,1,3d,streamed,nonlooping,,1,0,86,,default,0,50,500,99,0.5,0.5,no,yes,none,1000,no,,both,no,no,mature,,75,no,no,0,0,wma,yes,no,world,voice,yes,discdata\english\sound\vox\scripted\zombie_pentagon\plr0\vox_plr_0_box_move_3.xm4,0,discdata\english\sound\vox\scripted\zombie_pentagon\plr0\vox_plr_0_box_move_3.mp3,0,discdata\english\sound\vox\scripted\zombie_pentagon\plr0\vox_plr_0_box_move_3.wav,0,discdata\english\sound\vox\scripted\zombie_pentagon\plr0\vox_plr_0_box_move_3.wds,0,zmb_zombie_pentagon_vox,english
