name,file,template,loadspec,secondary,group,vol_min,vol_max,team_vol_mod,dist_min,dist_max,dist_reverb_max,volume_falloff_curve,reverb_falloff_curve,volume_min_falloff_curve,reverb_min_falloff_curve,limit_count,limit_type,entity_limit_count,entity_limit_type,pitch_min,pitch_max,team_pitch_mod,min_priority,max_priority,min_priority_threshold,max_priority_threshold,spatialized,type,loop,randomize_type,probability,start_delay,reverb_send,duck,pan,center_send,envelop_min,envelop_max,envelop_percentage,occlusion_level,occlusion_wet_dry,is_big,distance_lpf,move_type,move_time,real_delay,subtitle,mature,doppler,futz,context_type,context_value,compression,timescale,music,fade_in,fade_out,pc_format,pause,stop_on_death,bus,snapshot,,,
evt_helicopter_hit_secondary,mpl\heli_crash\expl_heli_hit1.wav,evt_3d,veh_heli,,vehicle,94,94,,4000,10000,20100,curve4,,,,,,,,-100,100,,100,100,0.25,1,3d,,,,,,,,,,400,1000,93,0.25,,,no,,,,,,,,,,,yes,,,,,,,,vehicle_mp,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
evt_helicopter_rumble,mpl\heli_rumble\heli_rumble_00.wav,evt_3d,veh_heli,,vehicle,100,100,,1000,2000,,,,,,,,,,-100,100,,,,,,3d,streamed,,,,,,,,,600,1000,100,,,,no,,,,,,,,,,,yes,,,,,,,,event,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
veh_helicopter_alarm,amb\electronics\alarm\hind_alarm_high.wav,AMB_NEAR,veh_heli,,,95.0000 ,95,,,,,,,,,1,reject,,,0,0,,,,,,3d,streamed,looping,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,event,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
veh_huey_chaff_drop_plr,veh\helo\huey\chaff\heli_chaff_plr.wav,EVT_2D,wpn_heli,,vehicle,96,96,,,,,,,,,,,,,-100,100,,100,100,0.25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,veh_interior,,,
veh_huey_chaff_explo_npc,veh\helo\huey\chaff\heli_chaff_explo.wav,evt_3d,wpn_heli,,,100,100,,2000,6000,10000,,,,,,,,,-100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,explosion,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
veh_heli_door,mpl\heli_door\mpl_heli_door.wav,evt_3d,wpn_heli,,vehicle,100,100,,1000,1000,,,,,,,,,,-100,100,,100,100,0.25,1,,,,,,,,,,,1000,1000,100,,,,,,,,,,,,,,,,,,,,,,,veh_interior,,,
#Heli Shared,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#cabin wind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#veh_huey_door_wind_L,veh\helo\huey\wind\huey_door_wind_L.wav,,veh_heli,,ambience,85.0000,85,,50,220,,curve1,,,,,,,,0,0,,100,100,0.25,,3d,,looping,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,ambience,,,
#veh_huey_door_wind_R,veh\helo\huey\wind\huey_door_wind_R.wav,,veh_heli,,ambience,85.0000,85,,50,220,,curve1,,,,,,,,0,0,,100,100,0.25,,3d,,looping,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,ambience,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mpl_veh_cobra_prop_wash_water,,,veh_heli,,vehicle,90.0000,90,,900,2600,,curve2,,,,,,,,0,0,,100,100,0.25,,3d,,looping,,,,,,,,,,,0.25,,,,,,,,,,,,,,yes,,,,,,,,vehicle_mp,,,
mpl_veh_cobra_prop_wash_default,,,veh_heli,,vehicle,90.0000,90,,900,2600,,curve2,,,,,,,,0,0,,100,100,0.25,,3d,,looping,,,,,,,,,,,0.25,,,,,,,,,,,,,,yes,,,,,,,,vehicle_mp,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#veh_hind_alarm_low,amb\electronics\alarm\hind_alarm_low.wav,,veh_heli,,event,96.0000 ,96,,100,600,,curve2,,,,1,reject,,,0,0,,100,100,0.25,1,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,event,,,
#veh_hind_alarm_high,amb\electronics\alarm\hind_alarm_high.wav,,veh_heli,,event,95.0000 ,95,,100,600,,curve2,,,,1,reject,,,0,0,,100,100,0.25,1,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,event,,,
#veh_hind_alarm_missile_locking,amb\electronics\alarm\hind_alarm_missile_locking.wav,,veh_heli,,event,96.0000 ,96,,100,600,,curve2,,,,1,reject,,,0,0,,100,100,0.25,1,3d,,looping,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,event,,,
#veh_hind_alarm_missile_locked,amb\electronics\alarm\hind_alarm_missile_locked.wav,,veh_heli,,event,95.0000 ,95,,100,600,,curve2,,,,1,reject,,,0,0,,100,100,0.25,1,3d,,looping,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,event,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
veh_hind_alarm_missile_locking_mp,veh\helicopter\alarm\locking.wav,,veh_heli,,event,95,95,,600,600,,curve2,,,,1,reject,,,0,0,,100,100,0.25,1,3d,,looping,,,,,,,,600,600,100,,,,,,,,,,,,,,,,,,,,,,,event,,,
veh_hind_alarm_missile_locked_mp,veh\helicopter\alarm\locked.wav,EVT_3D,veh_heli,,event,95,95,,600,600,,curve2,,,,1,reject,,,0,0,,100,100,0.25,1,3d,,looping,,,,,,,,600,600,100,,,,,,,,,,,,,,,,,,,,,,,event,,,
veh_hind_alarm_missile_fired,veh\helicopter\alarm\fired.wav,EVT_3D,veh_heli,,event,95,95,,600,600,,curve2,,,,1,reject,,,0,0,,100,100,0.25,1,3d,,looping,,,,,,,,600,600,100,,,,,,,,,,,,,,,,,,,,,,,event,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#veh_hind_alarm_missile_locking_mp,veh\helicopter\alarm\locking.wav,EVT_2D,veh_hind,,event,95,95,,,,,curve2,,,,1,reject,,,0,0,,100,100,0.25,1,,,looping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,event,,,
#veh_hind_alarm_missile_locked_mp,veh\helicopter\alarm\locked.wav,EVT_2D,veh_hind,,event,95,95,,,,,curve2,,,,1,reject,,,0,0,,100,100,0.25,1,,,looping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,event,,,
#veh_hind_alarm_missile_fired,veh\helicopter\alarm\fired.wav,EVT_2D,veh_hind,,event,95,95,,,,,curve2,,,,1,reject,,,0,0,,100,100,0.25,1,,,looping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,event,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
veh_huey_door_wind,veh\helo\generic\wind\wind.wav,,veh_heli,,ambience,98.0000,98,,100,300,,curve1,,,,,,,,0,0,,100,100,0.25,,3d,,looping,,,,,,,,,,,,,,,,,,,,yes,,,,,yes,,,,,,,,ambience,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
veh_huey_radio,veh\helo\generic\radio,,veh_heli,,ambience,96.0000,96,,100,300,,curve1,,,,,,,,0,0,,100,100,0.25,,3d,streamed,looping,,,,,,,,,,,,,,,,,,,,yes,,,,,yes,,,,,,,,ambience,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_rocket_reload_heli,wpn\rocket\hind\rockets\reload\wpn_rocket_hind_reload_battery_plr.wav,EVT_3D,veh_heli,,event,95,95,,600,600,,curve2,,,,1,reject,,,0,0,,100,100,0.25,1,3d,,,,,,,,,,600,600,100,,,,,,,,,,,,,,,,,,,,,,,event,,,
#Huey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
veh_huey_turbine,veh\helo\generic\turbine\generic_turbine.wav,,veh_heli,,event,86.0000,86,,3000,3500,,log3,log3,,,,,,,-52,67,,100,100,0.25,1,3d,,looping,pitch,,,,,,,50,300,93,0.2,,,no,,,,,,yes,,,,,yes,,,,,,,,vehicle,,,
veh_huey_rotor,veh\helo\mp_huey\rotor\rotor.wav,,veh_heli,,event,100.0000,100.0000,,4000,25000,45000,log3,log3,,,4,priority,,,-52,67,,10,90,0.25,1,3d,,looping,pitch,,,,,,,400,1600,98,0.2,,,no,,,,,,yes,,,,,yes,,,,,,,,vehicle,,,
veh_huey_rotor_lfe,veh\helo\generic\lfe\generic_lfe.wav,,veh_heli,,event,96.0000,96.0000,,4000,35000,45000,log3,log3,,,4,priority,,,-52,67,,10,90,0.25,1,3d,,looping,pitch,,,,,lfe,,400,1600,98,0,,,no,,,,,,yes,,,,,yes,,,,,,,,vehicle,,,
veh_huey_tail,veh\helo\generic\tail\generic_tail.wav,,veh_heli,,event,93.0000,93.0000,,2000,6500,,log3,log3,,,,,,,-52,67,,100,100,0.25,1,3d,,looping,pitch,,,,,,,50,300,93,0.4,,,no,,,,,,yes,,,,,yes,,,,,,,,vehicle,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Supply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
veh_supply_turbine,veh\helo\generic\turbine\generic_turbine.wav,,veh_heli,,event,86.0000,86,,3000,3000,,log3,log3,,,4,,,,-52,67,,100,100,0.25,1,3d,,looping,pitch,,,,,,,50,300,93,0.2,,,no,,,,,,yes,,,,,yes,,,,,,,,vehicle,,,
veh_supply_rotor,veh\helo\mp_supply\rotor\rotor.wav,,veh_heli,,event,98.0000,98.0000,,4000,25000,45000,log3,log3,,,4,priority,,,-52,67,,10,90,0.25,1,3d,,looping,pitch,,,,,,,400,1600,98,0.2,,,no,,,,,,yes,,,,,yes,,,,,,,,vehicle,,,
veh_supply_rotor_lfe,veh\helo\generic\lfe\generic_lfe.wav,,veh_heli,,event,98.0000,98.0000,,2000,35000,45000,log3,log3,,,2,priority,,,-52,67,,10,90,0.25,1,3d,,looping,pitch,,,,,lfe,,400,1600,98,0,,,no,,,,,,yes,,,,,yes,,,,,,,,vehicle,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Hind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
veh_hind_turbine,veh\helo\generic\turbine\generic_turbine.wav,,veh_heli,,event,92.0000,92,,3000,3500,,log3,log3,,,,,,,-52,67,,100,100,0.25,1,3d,,looping,pitch,,,,,,,50,300,93,0.2,,,no,,,,,,yes,,,,,yes,,,,,,,,vehicle,,,
veh_hind_rotor,veh\helo\mp_hind\rotor\rotor.wav,,veh_heli,,event,98.0000,98.0000,,4000,25000,45000,log3,log3,,,4,priority,,,-52,67,,10,90,0.25,1,3d,,looping,pitch,,,,,,,400,1600,98,0.2,,,no,,,,,,yes,,,,,yes,,,,,,,,vehicle,,,
veh_hind_rotor_lfe,veh\helo\generic\lfe\generic_lfe.wav,,veh_heli,,event,98.0000,98.0000,,4000,35000,45000,log3,log3,,,4,priority,,,-52,67,,10,90,0.25,1,3d,,looping,pitch,,,,,lfe,,400,1600,98,0,,,no,,,,,,yes,,,,,yes,,,,,,,,vehicle,,,
veh_hind_tail,veh\helo\mp_hind\tail\tail.wav,,veh_heli,,event,92.0000,92.0000,,2000,6500,,log3,log3,,,,,,,-52,67,,100,100,0.25,1,3d,,looping,pitch,,,,,,,50,300,93,0.4,,,no,,,,,,yes,,,,,yes,,,,,,,,vehicle,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Cobra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
veh_cobra_turbine,veh\helo\mp_cobra\turbine\turbine.wav,,veh_heli,,event,90,90,,3000,3500,,log3,log3,,,,,,,-52,67,,100,100,0.25,1,3d,,looping,pitch,,,,,,,50,300,93,0.2,,,no,,,,,,yes,,,,,yes,,,,,,,,vehicle,,,
veh_cobra_rotor,veh\helo\mp_cobra\rotor\rotor.wav,,veh_heli,,event,98.0000,98.0000,,4000,25000,45000,log3,log3,,,4,priority,,,-52,67,,10,90,0.25,1,3d,,looping,pitch,,,,,,,400,1600,98,0.2,,,no,,,,,,yes,,,,,yes,,,,,,,,vehicle,,,
veh_cobra_rotor_lfe,veh\helo\generic\lfe\generic_lfe.wav,,veh_heli,,event,92.0000,92.0000,,4000,35000,45000,log3,log3,,,4,priority,,,-52,67,,10,90,0.25,1,3d,,looping,pitch,,,,,lfe,,400,1600,98,0,,,no,,,,,,yes,,,,,yes,,,,,,,,vehicle,,,
veh_cobra_tail,veh\helo\generic\tail\generic_tail.wav,,veh_heli,,event,92.0000,92.0000,,2000,6500,,log3,log3,,,,,,,-52,67,,100,100,0.25,1,3d,,looping,pitch,,,,,,,50,300,93,0.4,,,no,,,,,,yes,,,,,yes,,,,,,,,vehicle,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Huey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#veh_huey_rotor2,veh\helo\mp_huey\rotor\rotor.wav,,veh_heli,,event,98.0000,98.0000,,2000,20000,25000,curve2,log0,,,4,priority,,,-52,67,,10,90,0.25,1,3d,,looping,pitch,,,,,,,400,1600,98,,,,no,,,,,,yes,,,,,,,,,,,,,vehicle,,,
#veh_huey_rotor_idle2,veh\helo\huey\rotor\huey_rotor.wav,,veh_heli,,event,86.0000,86,,1000,3000,,curve3,,,,,,,,-52,67,,100,100,0.25,1,3d,,looping,pitch,,,,,,,50,300,93,,,,no,,,,,,yes,,,,,,,,,,,,,vehicle,,,
#veh_huey_rotor_lfe2,veh\helo\mp_huey\lfe\mp_huey_LFE.wav,,veh_heli,,event,98.0000,98.0000,,2000,25000,35000,curve2,log0,,,4,priority,,,-52,67,,10,90,0.25,1,3d,,looping,pitch,,,,,lfe,,400,1600,98,0,,,no,,,,,,yes,,,,,,,,,,,,,vehicle,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#veh_hind_turbine,veh\helo\generic\turbine\generic_turbine.wav,,veh_heli,,vehicle,86.0000,86,,1000,3000,,curve3,,,,,,,,-52,67,,100,100,0.25,1,3d,,looping,pitch,,,,,,,50,300,93,0.4,,,no,,,,,,yes,,,,,,,,,,,,,vehicle,,,
#veh_hind_rotor,veh\helo\mp_hind\rotor\rotor.wav,,veh_heli,,vehicle,98.0000,98.0000,,2000,10000,25000,curve2,log0,,,4,priority,,,-52,67,,10,90,0.25,1,3d,,looping,pitch,,,,,,,400,1600,98,0.4,,,no,,,,,,yes,,,,,,,,,,,,,vehicle,,,
#veh_hind_rotor_lfe,veh\helo\generic\lfe\generic_lfe.wav,,veh_heli,,vehicle,98.0000,98.0000,,2000,10000,25000,curve2,log0,,,4,priority,,,-52,67,,10,90,0.25,1,3d,,looping,pitch,,,,,lfe,,400,1600,98,0,,,no,,,,,,yes,,,,,,,,,,,,,vehicle,,,
#veh_hind_tail,veh\helo\generic\tail\generic_tail.wav,,veh_heli,,vehicle,98.0000,98.0000,,1000,3000,,curve3,,,,,,,,-52,67,,100,100,0.25,1,3d,,looping,pitch,,,,,,,50,300,93,0.4,,,no,,,,,,yes,,,,,,,,,,,,,vehicle,,,
# Heli Fire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Fire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#mpl_wpn_heli_fire_npc,SFX/Weapon/MG/dp28/wpn_dp28_mn.wav,WPN_LMG_SHOT_NPC,wpn_m60e4,mpl_wpn_heli_fire_npc_act,,,,,1000,4000,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#mpl_wpn_heli_fire_npc_act,SFX/Weapon/MG/dp28/wpn_dp28_mn_act.wav,WPN_LMG_ACT_NPC,wpn_m60e4,mpl_wpn_heli_fire_npc_dist,,,,,400,800,1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#mpl_wpn_heli_fire_npc_dist,SFX/Weapon/dist/rus/dist_rus_mg.wav,WPN_LMG_DIST_NPC,wpn_m60e4,mpl_wpn_heli_flux_npc_l,,,,,2800,12000,24000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#mpl_wpn_heli_dryfire_npc,sfx\Weapon\Rifle\misc\weap_dryfire_rifle_plr.wav,WPN_LMG_SHOT_NPC,wpn_m60e4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Flux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#mpl_wpn_heli_flux_npc_l,SFX/Weapon/Rifle/M1_Carbine/Fire/ring/car_m_left.wav,WPN_LMG_NPC_FLUX_L,wpn_m60e4,mpl_wpn_heli_flux_npc_r,,,,,800,12000,24000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#mpl_wpn_heli_flux_npc_r,SFX/Weapon/Rifle/M1_Carbine/Fire/ring/car_m_right.wav,WPN_LMG_NPC_FLUX_R,wpn_m60e4,,,,,,800,12000,24000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#MORTAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prj_mortar_incoming,PRJ\mortar\incoming,evt_3d,,,event,96,99,,1000,6000,8000,,,,,,,,,-300,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,
prj_mortar_incoming_00,PRJ\mortar\incoming\incoming_00.wav,evt_3d,,,event,96,99,,800,2000,3000,,,,,,,,,-300,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,
prj_mortar_incoming_01,PRJ\mortar\incoming\incoming_01.wav,evt_3d,,,event,96,99,,800,2000,3000,,,,,,,,,-300,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,
prj_mortar_incoming_02,PRJ\mortar\incoming\incoming_02.wav,evt_3d,,,event,96,99,,800,2000,3000,,,,,,,,,-300,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,
prj_mortar_incoming_03,PRJ\mortar\incoming\incoming_03.wav,evt_3d,,,event,96,99,,800,2000,3000,,,,,,,,,-300,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,
prj_bomb_incoming,PRJ\mortar\incoming,evt_3d,,,event,96,99,,250,1000,3000,,,,,,,,,-300,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,
prj_bomb_incoming_a,PRJ\mortar\incoming,evt_3d,,,event,96,99,,250,1000,3000,,,,,,,,,-300,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,
prj_bomb_incoming_b,PRJ\mortar\incoming,evt_3d,,,event,96,99,,250,1000,3000,,,,,,,,,-300,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,
prj_bomb_incoming_c,PRJ\mortar\incoming,evt_3d,,,event,96,99,,250,1000,3000,,,,,,,,,-300,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,
exp_mortar,EXP\artillery\explosion\new,evt_3d,,,explosion,98,99,,2250,28500,49000,log2,,,,7,,,,,,,,,,,,,,,,,,,,,100,750,97,0.25,,yes,no,,,,,,,,,,,yes,,,,,,,,,,,
mpl_kls_artillery_impact,EXP\artillery\explosion\new,evt_3d,,exp_mortar_dirt_debris,explosion,98,99,,2250,28500,49000,log1,,,,7,,,,,,,,,,,,,,,,,,,,,100,750,97,0.25,,yes,no,,,,,,,,,,,yes,,,,,,,,,,,
exp_mortar_dirt_debris,EXP\debris\dirt,evt_3d,,exp_mortar_lfe,explosion,98,99,,350,2250,3000,,,,,7,,,,,,,,,,,,,,,,1000,,,,,50,500,94,0.25,,yes,no,,,,,,,,,,,yes,,,,,,,,,,,
exp_mortar_lfe,EXP\artillery\lfe,evt_3d,,exp_mortar_dist,explosion,98,99,,8000,54000,64000,,,,,,,,,,,,,,,,,,,,,,,,lfe,,,,,0,,yes,no,,,,,,,,,,,yes,,,,,,,,,,,
exp_mortar_dist,EXP\distant\generic,evt_3d,,exp_mortar_flux_l,event,98,99,,8000,34000,64000,log1,log1,,,7,,,,,,,,,,,,,,,,,,,,,,,,0,,yes,no,,,,,,,,,,,yes,,,,,,,,,,,
exp_mortar_flux_l,EXP\artillery\flux\flux_l.wav,evt_3d,,exp_mortar_flux_r,event,92,94,,50,2000,2500,log0,,,,7,,,,-300,300,,,,,,,,,,,750,,,,,,,,0.25,,yes,no,left_player,2500,,,,,,,,,yes,,,,,,,,,,,
exp_mortar_flux_r,EXP\artillery\flux\flux_r.wav,evt_3d,,,event,92,94,,50,2000,2500,log0,,,,7,,,,-300,300,,,,,,,,,,,750,,,,,,,,0.25,,yes,no,right_player,2500,,,,,,,,,yes,,,,,,,,,,,
mpl_kls_mortar_launch,amb\aa_gun\dist_mono,evt_3d,,,wpn_heavy_npc,100,100,,20000,37000,40000,curve3,,,,7,reject,,,-182,0,,100,100,0.25,1,3d,,,,,,,,,,,,,0.2,,,no,,,,,,,,,,,yes,,,,,,,,wpn_heavy_npc,,,
#mpl_kls_mortar_whistle,exp\mortar\whistle\close\close.wav,evt_3d,,,event,94,94,,600,2000,,curve2,,,,,,1,reject,0,700,,90,90,0.25,1,3d,,looping,,,,95,,,,,,,0.2,,,,,,,,,yes,,,,,yes,,,,,,,,event,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#AIRSTRIKE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
